bet_name,AKB,B3,BF,BY,CE,DP,EE,FB,FR,G5,KN,LD,LS,MA,N4,OE,PP,QN,S6,SI,SK,SX,UN,VC,VT,WA,WH,timestamp
Donald Trump,1.8,1.73,1.79,1.8,1.8,1.8,1.73,1.8,1.73,1.75,1.8,1.75,1.78,0.0,1.73,1.73,1.7,1.73,1.7,1.73,1.73,1.73,1.75,1.75,1.8,1.8,1.8,2024-11-03T13:43:56.309608+00:00
Kamala Harris,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.05,2.1,2.1,2.1,2.18,0.0,2.1,2.1,2.15,2.05,2.15,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2024-11-03T13:43:56.309608+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:43:56.309608+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:43:56.309608+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:43:56.309608+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:43:56.309608+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:43:56.309608+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:43:56.309608+00:00
Donald Trump,1.8,1.73,1.78,1.8,1.8,1.8,1.73,1.8,1.73,1.75,1.8,1.75,1.78,0.0,1.73,1.73,1.7,1.73,1.7,1.73,1.73,1.73,1.75,1.75,1.8,1.8,1.8,2024-11-03T13:49:20.611755+00:00
Kamala Harris,2.2,2.2,2.22,2.1,2.1,2.1,2.1,2.1,2.05,2.1,2.1,2.1,2.22,0.0,2.1,2.1,2.15,2.05,2.15,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2024-11-03T13:49:20.611755+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:49:20.611755+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:49:20.611755+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:49:20.611755+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:49:20.611755+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:49:20.611755+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:49:20.611755+00:00
Donald Trump,1.8,1.73,1.78,1.8,1.8,1.8,1.73,1.8,1.73,1.75,1.8,1.75,1.78,0.0,1.73,1.73,1.7,1.73,1.7,1.73,1.73,1.73,1.75,1.75,1.8,1.73,1.8,2024-11-03T13:54:43.187556+00:00
Kamala Harris,2.2,2.2,2.22,2.05,2.1,2.1,2.1,2.1,2.05,2.1,2.1,2.1,2.22,0.0,2.1,2.1,2.15,2.05,2.15,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.1,2024-11-03T13:54:43.187556+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:54:43.187556+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:54:43.187556+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:54:43.187556+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:54:43.187556+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:54:43.187556+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T13:54:43.187556+00:00
Donald Trump,1.8,1.73,1.78,1.8,1.8,1.8,1.73,1.8,1.73,1.75,1.8,1.75,1.78,0.0,1.73,1.73,1.7,1.73,1.7,1.73,1.73,1.73,1.75,1.75,1.8,1.73,1.8,2024-11-03T14:00:06.501379+00:00
Kamala Harris,2.2,2.2,2.22,2.05,2.1,2.1,2.1,2.1,2.05,2.1,2.1,2.1,2.2,0.0,2.1,2.1,2.15,2.05,2.15,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.1,2024-11-03T14:00:06.501379+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:00:06.501379+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:00:06.501379+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:00:06.501379+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:00:06.501379+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:00:06.501379+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:00:06.501379+00:00
Donald Trump,1.8,1.73,1.78,1.8,1.8,1.8,1.73,1.8,1.73,1.75,1.8,1.75,1.78,0.0,1.73,1.73,1.7,1.73,1.7,1.73,1.73,1.73,1.75,1.75,1.8,1.73,1.8,2024-11-03T14:05:30.495888+00:00
Kamala Harris,2.2,2.2,2.22,2.05,2.1,2.1,2.1,2.1,2.05,2.1,2.1,2.1,2.18,0.0,2.1,2.1,2.15,2.05,2.15,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.1,2024-11-03T14:05:30.495888+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:05:30.495888+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:05:30.495888+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:05:30.495888+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:05:30.495888+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:05:30.495888+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:05:30.495888+00:00
Donald Trump,1.8,1.73,1.78,1.8,1.8,1.8,1.73,1.8,1.73,1.75,1.8,1.75,1.8,0.0,1.73,1.73,1.7,1.73,1.7,1.73,1.73,1.73,1.75,1.75,1.8,1.73,1.8,2024-11-03T14:10:54.780046+00:00
Kamala Harris,2.2,2.2,2.22,2.05,2.1,2.1,2.1,2.1,2.05,2.1,2.1,2.1,2.18,0.0,2.1,2.1,2.15,2.05,2.15,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.1,2024-11-03T14:10:54.780046+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:10:54.780046+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:10:54.780046+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:10:54.780046+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:10:54.780046+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:10:54.780046+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:10:54.780046+00:00
Donald Trump,1.8,1.73,1.81,1.8,1.8,1.8,1.73,1.8,1.73,1.75,1.8,1.83,1.8,0.0,1.73,1.73,1.7,1.73,1.7,1.75,1.73,1.75,1.75,1.75,1.8,1.8,1.8,2024-11-03T14:16:18.147261+00:00
Kamala Harris,2.2,2.2,2.18,2.05,2.1,2.1,2.1,2.1,2.05,2.1,2.1,2.0,2.16,0.0,2.1,2.1,2.15,2.05,2.15,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2024-11-03T14:16:18.147261+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:16:18.147261+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:16:18.147261+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:16:18.147261+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:16:18.147261+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:16:18.147261+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:16:18.147261+00:00
Donald Trump,1.8,1.8,1.8,1.8,1.8,1.8,1.73,1.8,1.73,1.83,1.8,1.83,1.79,0.0,1.73,1.73,1.7,1.73,1.7,1.75,1.73,1.75,1.83,1.75,1.8,1.8,1.8,2024-11-03T14:21:41.126900+00:00
Kamala Harris,2.2,2.1,2.2,2.05,2.1,2.1,2.1,2.1,2.05,2.0,2.1,2.0,2.16,0.0,2.1,2.1,2.15,2.05,2.15,2.1,2.1,2.1,2.0,2.1,2.1,2.1,2.1,2024-11-03T14:21:41.126900+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:21:41.126900+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:21:41.126900+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:21:41.126900+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:21:41.126900+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:21:41.126900+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:21:41.126900+00:00
Donald Trump,1.8,1.8,1.8,1.8,1.8,1.8,1.73,1.8,1.73,1.83,1.8,1.83,1.79,0.0,1.73,1.73,1.7,1.73,1.7,1.75,1.73,1.75,1.83,1.75,1.8,1.8,1.8,2024-11-03T14:27:04.922328+00:00
Kamala Harris,2.2,2.1,2.2,2.05,2.1,2.1,2.1,2.1,2.05,2.0,2.1,2.0,2.18,0.0,2.1,2.1,2.15,2.05,2.15,2.1,2.1,2.1,2.0,2.1,2.1,2.1,2.1,2024-11-03T14:27:04.922328+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:27:04.922328+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:27:04.922328+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:27:04.922328+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:27:04.922328+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:27:04.922328+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:27:04.922328+00:00
Donald Trump,1.8,1.8,1.81,1.8,1.8,1.8,1.73,1.8,1.73,1.83,1.8,1.83,1.8,0.0,1.73,1.73,1.7,1.73,1.7,1.75,1.73,1.75,1.83,1.75,1.8,1.8,1.8,2024-11-03T14:32:28.902295+00:00
Kamala Harris,2.2,2.1,2.18,2.05,2.1,2.1,2.1,2.1,2.05,2.0,2.1,2.0,2.16,0.0,2.1,2.1,2.15,2.05,2.15,2.1,2.1,2.1,2.0,2.1,2.1,2.1,2.1,2024-11-03T14:32:28.902295+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:32:28.902295+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:32:28.902295+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:32:28.902295+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:32:28.902295+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:32:28.902295+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:32:28.902295+00:00
Donald Trump,1.8,1.8,1.81,1.8,1.8,1.8,1.73,1.8,1.73,1.83,1.8,1.83,1.81,0.0,1.73,1.73,1.7,1.73,1.7,1.75,1.73,1.75,1.83,1.75,1.8,1.8,1.8,2024-11-03T14:37:52.190723+00:00
Kamala Harris,2.2,2.1,2.18,2.05,2.1,2.1,2.1,2.1,2.05,2.0,2.1,2.0,2.16,0.0,2.1,2.1,2.15,2.05,2.15,2.05,2.1,2.05,2.0,2.1,2.1,2.1,2.1,2024-11-03T14:37:52.190723+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:37:52.190723+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:37:52.190723+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:37:52.190723+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:37:52.190723+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:37:52.190723+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:37:52.190723+00:00
Donald Trump,1.8,1.8,1.82,1.8,1.8,1.8,1.73,1.8,1.73,1.83,1.8,1.83,1.81,0.0,1.73,1.73,1.7,1.73,1.7,1.75,1.73,1.75,1.83,1.75,1.8,1.8,1.8,2024-11-03T14:43:15.437373+00:00
Kamala Harris,2.2,2.1,2.16,2.05,2.1,2.1,2.1,2.1,2.05,2.0,2.1,2.0,2.16,0.0,2.1,2.1,2.15,2.05,2.15,2.05,2.1,2.05,2.0,2.1,2.1,2.1,2.1,2024-11-03T14:43:15.437373+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:43:15.437373+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:43:15.437373+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:43:15.437373+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:43:15.437373+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:43:15.437373+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:43:15.437373+00:00
Donald Trump,1.8,1.8,1.82,1.8,1.8,1.8,1.73,1.8,1.73,1.83,1.8,1.83,1.8,0.0,1.73,1.73,1.7,1.73,1.7,1.75,1.73,1.75,1.83,1.75,1.8,1.8,1.8,2024-11-03T14:48:39.944219+00:00
Kamala Harris,2.2,2.1,2.16,2.05,2.1,2.1,2.1,2.1,2.05,2.0,2.1,2.0,2.14,0.0,2.1,2.1,2.15,2.05,2.15,2.05,2.1,2.05,2.0,2.1,2.1,2.1,2.1,2024-11-03T14:48:39.944219+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:48:39.944219+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:48:39.944219+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-03T14:48:39.944219+00:00
